0	0
1	0
2	0
3	0
4	0
5	0
4	1
5	1
6	1
7	1
8	1
9	1
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	3
17	4
18	4
19	4
20	4
21	5
22	5
23	5
24	5
25	5
26	6
27	6
28	7
29	7
30	7
31	7
32	7
33	8
34	8
35	8
36	9
37	9
38	9
39	10
40	10
41	10
42	10
43	10
44	11
45	11
46	11
47	12
48	12
49	12
50	12
51	13
52	13
53	14
54	14
55	15
56	15
57	16
58	16
59	17
60	18
61	18
62	18
63	18
64	18
65	19
66	19
67	19
68	19
68	20
69	20
70	20
71	21
72	21
73	21
74	21
75	21
76	21
77	21
78	21
79	21
80	22
81	22
82	22
83	22
84	22
85	22
84	23
85	23
86	23
86	24
87	24
88	24
88	25
89	25
90	25
90	26
91	26
92	26
93	26
94	27
95	27
96	27
97	27
98	27
99	28
100	28
101	29
102	29
103	29
104	29
105	29
106	29
107	29
108	29
107	30
108	30
109	30
110	30
111	30
112	31
113	31
114	31
115	31
116	32
117	32
118	32
