0	0
1	0
2	0
2	1
3	1
4	1
5	1
6	1
7	2
8	2
9	2
10	3
11	3
12	3
13	3
12	4
13	4
14	4
15	4
16	4
15	5
16	5
17	5
18	5
19	6
20	6
21	6
22	6
23	6
24	6
25	7
26	7
27	7
28	7
28	8
29	8
30	8
31	8
31	9
32	9
33	9
34	9
35	9
36	9
37	9
38	9
39	9
40	10
41	10
42	10
43	10
44	10
45	10
46	10
47	10
48	10
49	10
50	11
51	11
52	12
53	13
54	13
55	13
56	13
57	13
58	14
59	14
60	14
61	15
62	15
63	15
64	16
65	16
66	16
67	17
68	17
69	17
70	17
71	17
72	17
73	18
74	18
75	18
76	18
77	18
76	19
77	19
78	19
79	19
80	20
81	20
82	20
83	20
84	21
85	21
86	21
86	22
87	22
88	22
89	22
90	22
90	23
91	23
92	23
93	23
94	24
95	24
96	24
97	24
98	24
99	24
100	25
101	25
102	25
103	25
104	25
105	26
106	26
107	26
108	26
109	26
110	27
111	27
112	27
113	27
